model	image_id	step	true_label	pred	prob_true	margin	loss	linf	attack
clean	cat_4	0	cat	dog	0.4798	-0.0781	0.7345	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	1	cat	dog	0.0013	-6.6586	6.6601	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	2	cat	dog	0.0000	-12.4219	12.4219	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	3	cat	dog	0.0000	-17.0330	17.0330	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	4	cat	dog	0.0000	-20.4060	20.4060	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	5	cat	dog	0.0000	-21.9634	21.9634	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	6	cat	dog	0.0000	-23.1305	23.1305	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	7	cat	dog	0.0000	-24.2182	24.2182	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	8	cat	dog	0.0000	-24.7552	24.7552	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	9	cat	dog	0.0000	-26.4164	26.4164	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
clean	cat_4	10	cat	dog	0.0000	-26.8051	26.8051	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	0	cat	cat	0.4929	0.0314	0.7074	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	1	cat	dog	0.4379	-0.2080	0.8257	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	2	cat	dog	0.3824	-0.4517	0.9612	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	3	cat	dog	0.3246	-0.7142	1.1253	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	4	cat	dog	0.2669	-0.9979	1.3208	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	5	cat	dog	0.2591	-1.0394	1.3506	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	6	cat	dog	0.2514	-1.0806	1.3806	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	7	cat	dog	0.2482	-1.0980	1.3935	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	8	cat	dog	0.2453	-1.1138	1.4054	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	9	cat	dog	0.2441	-1.1203	1.4102	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_0	10	cat	dog	0.2431	-1.1256	1.4143	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	0	cat	cat	0.5428	0.9155	0.6110	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	1	cat	cat	0.4586	0.6347	0.7796	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	2	cat	cat	0.3909	0.4105	0.9394	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	3	cat	cat	0.3415	0.2501	1.0744	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	4	cat	cat	0.2974	0.1140	1.2127	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	5	cat	cat	0.2909	0.1060	1.2349	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	6	cat	cat	0.2839	0.0927	1.2590	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	7	cat	cat	0.2801	0.0795	1.2727	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	8	cat	cat	0.2760	0.0702	1.2872	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	9	cat	cat	0.2736	0.0682	1.2960	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_1	10	cat	cat	0.2713	0.0644	1.3046	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	0	cat	cat	0.6297	0.9759	0.4626	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	1	cat	cat	0.5890	0.8787	0.5293	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	2	cat	cat	0.5443	0.8032	0.6083	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	3	cat	cat	0.4989	0.7748	0.6954	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	4	cat	cat	0.4448	0.4511	0.8101	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	5	cat	cat	0.4355	0.3401	0.8313	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	6	cat	cat	0.4241	0.2198	0.8577	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	7	cat	cat	0.4154	0.1292	0.8785	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	8	cat	cat	0.4057	0.0400	0.9022	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	9	cat	bird	0.3989	-0.0175	0.9190	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_2	10	cat	bird	0.3918	-0.0792	0.9371	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	0	cat	dog	0.2657	-0.1713	1.3252	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	1	cat	dog	0.2244	-0.4154	1.4943	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	2	cat	dog	0.1843	-0.6167	1.6911	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	3	cat	dog	0.1447	-0.8015	1.9332	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	4	cat	horse	0.1055	-1.2038	2.2487	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	5	cat	horse	0.0980	-1.4165	2.3229	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	6	cat	horse	0.0903	-1.6151	2.4050	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	7	cat	horse	0.0865	-1.7208	2.4475	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	8	cat	horse	0.0828	-1.8215	2.4916	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	9	cat	horse	0.0805	-1.8847	2.5200	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_3	10	cat	horse	0.0783	-1.9436	2.5474	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	0	cat	cat	0.4169	0.2902	0.8749	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	1	cat	cat	0.3755	0.2036	0.9794	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	2	cat	cat	0.3376	0.1148	1.0858	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	3	cat	cat	0.3041	0.0430	1.1906	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	4	cat	dog	0.2717	-0.0270	1.3030	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	5	cat	dog	0.2692	-0.0273	1.3123	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	6	cat	dog	0.2667	-0.0243	1.3216	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	7	cat	dog	0.2656	-0.0268	1.3256	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	8	cat	dog	0.2641	-0.0252	1.3313	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	9	cat	dog	0.2638	-0.0264	1.3327	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
adv	cat_4	10	cat	dog	0.2631	-0.0259	1.3351	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=10_rs=0
